"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","33735","Test checkout flow for ebay with query 'shoes'","tests","Mon Mar 16 00:07:11 UTC 2026","passed","Mon Mar 16 00:07:45 UTC 2026","","test_ecommerce","",""
