"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","44444","Test checkout flow for ebay with query 'shoes'","tests","Tue Mar 10 00:04:03 UTC 2026","broken","Tue Mar 10 00:04:47 UTC 2026","","test_ecommerce","",""
