"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","36435","Test checkout flow for ebay with query 'shoes'","tests","Sun Apr 19 00:09:11 UTC 2026","passed","Sun Apr 19 00:09:48 UTC 2026","","test_ecommerce","",""
