"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_ecommerce_end_to_end[ebay-shoes-220-3]","tests","Fri Feb 27 06:45:10 UTC 2026","broken","Fri Feb 27 06:45:10 UTC 2026","","test_ecommerce","",""
