"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","59699","Test checkout flow for ebay with query 'shoes'","tests","Thu Apr 02 00:07:26 UTC 2026","passed","Thu Apr 02 00:08:25 UTC 2026","","test_ecommerce","",""
